"","intercept","gop","dwnom"
"special.tonight",-9.88083354723435,-1.57862651489259,1.74937947376835
"concern.propos",-10.7957373341007,0,0.617348338486447
"energi.offic",-10.8689564990615,0,-0.319062114030071
"law.unit",-10.2980808534833,0,0.860045787924414
"billion.trade",-9.92842378668074,0,-1.69446181784572
"famili.famili",-9.12269522776496,0,0
"send.money",-9.3211519547271,-1.46035348258779,2.46297044236425
"recent.elect",-11.6874061673297,2.0658924819968,-2.6408646520422
"court.rule",-9.20058252442872,-1.41363761036331,2.45022532898302
"thousand.job",-9.55453298638467,0,-0.47060775528193
"home.re",-10.9885296170068,0,0.548448521724026
"real.term",-10.5820960909963,0,-0.361358581771291
"district.york",-10.5134601265083,0,-0.838567012940721
"allow.particip",-10.1408470632915,-1.8618427479462,1.92635294926458
"iraqi.freedom",-7.77083007913396,-4.96834977529992,4.62903296735305
"conserv.titl",-10.5534335816735,0.810578038896393,0
"bush.mccain",-10.3316304291187,-5.21477526379292,0
"care.dollar",-10.843728272711,0,2.11389197588635
"congress.session",-11.0705384564267,0,0.318579715943864
"spend.tax",-8.80945994768039,-2.59739518277029,3.54296379268649
"duke.cunningham",-11.2084353502866,0,1.06315617642356
"don.talk",-9.21233434790305,-1.17439703367493,1.46536585816295
"estim.near",-12.0483516134265,2.47543587574816,-2.54255911493554
"vital.program",-11.2261029736958,2.10294381576219,-3.27704311599501
"critic.servic",-11.1280287972911,0,0
"happen.am",-10.5349650752881,0,0
"attack.unit",-9.58111526845435,0,0.247176018035953
"reduc.america",-10.9536754101463,0,0
"join.senat",-10.5018330511634,4.5533251770229,-4.86308113892409
"million.presid",-9.82488199839579,0,-2.08274313445425
"reform.help",-11.203414407837,1.19358453937487,-1.39272787269741
"believ.day",-11.0824570274553,0,0.613048825068237
"california.ms",-10.4054630867052,0,-0.397968816373719
"time.rate",-10.0514047745367,-1.78130921512357,2.38074646807583
"control.congress",-7.83798860999558,-2.69862683772389,2.84268354895431
"counti.feder",-10.9536754101463,0,0
"reconcili.act",-11.1475658039513,0.530911695865471,0
"countri.economi",-9.65871930944944,-0.433990476055131,0
"senat.support",-9.46761247879769,0.660454520849783,-0.788460929598563
"plan.bring",-9.69886393158679,-0.0992620640741471,0
"govern.allow",-10.2291932505235,0,0.497950936902036
"focus.effort",-10.6174458631646,0.497172562555735,0
"friend.virginia",-11.2313288857997,0,0.679231743725724
"cut.middl",-10.5525646010078,-1.63142367345844,0
"legisl.process",-8.91204478292248,0.425983186587144,0
"initi.provid",-12.1621422157593,2.5120399533007,-4.62834732811659
"tabl.amend",-11.1388996182593,0,0.133907010733986
"receiv.money",-10.8367594769229,0.331171882634997,0
"don.provid",-10.3435972997909,-1.47667927405399,1.52802898514141
"republican.bodi",-11.0770613918668,-0.118661202694848,0
"wait.wait",-9.9804089378779,-2.28181878614112,1.58778910230015
"senat.approv",-10.4034706176265,0,-0.309888353587439
"don.help",-10.3439098385254,0,0
"nutrit.forestri",-11.7052634047052,2.06518249972151,-2.82248559600699
"resolut.make",-11.2587547305037,0.362330898759947,0
"includ.million",-8.75320516123842,0,-0.946289439844048
"call.action",-10.5436149992734,0,-0.875825655238062
"languag.amend",-11.1544667524406,0.405948916825339,0
"health.clinic",-9.88768786772276,0,-0.259440453407013
"advanc.scienc",-10.9360931937856,0.512082959952533,0
"justic.system",-9.0062272715269,-0.689540066358989,0.925462973140093
"vote.chairman",-10.6522504187664,-0.0543977187388648,0
"am.tonight",-10.067085942123,-1.81893533366108,1.96406186500308
"bill.doesn",-9.07554771874664,-0.913854372090195,1.62683353163068
"attorney.fire",-11.3528946105724,0,-2.38380879704598
"resourc.conserv",-10.8540633302583,-0.141520697969785,0
"abl.afford",-9.3442374977122,0,0
"avail.health",-10.7557146739886,-1.28077235248628,2.18732572527033
"commend.effort",-10.8419989376185,0.00371656700088544,0
"wait.time",-9.76870159793776,-1.04720861040239,1.27465760211047
"govern.employe",-11.180126909783,2.5681550783066,-2.78279676141568
"deploy.addit",-10.8226984831619,-0.126022300329211,0
"system.includ",-10.3856571015183,-0.37442034414092,0
"gentleman.washington",-10.3989790292804,-0.0827409447854455,0
"million.illeg",-10.585290433667,0,2.37011141392211
"thousand.children",-9.43430215008451,-2.05523688274811,0
"care.time",-10.0454168499694,0,0
"peopl.american",-8.56245711769568,-1.54360528169547,1.87594134587509
"legisl.author",-9.72306874533766,1.22499445830848,-1.45485618048249
"drill.rig",-11.2175661060086,0,2.26134756637729
"contract.iraq",-10.5997894151997,-1.32559510172422,0
"committe.talk",-10.726415019591,0,0.423926997785803
"feder.partnership",-12.4648191696948,5.82574629305961,-9.53696369171288
"march.th",-11.0815087816562,0,0
"senat.thoma",-10.3742754648666,-1.54370271978802,2.36112525003418
"baucus.grassley",-11.1492481812806,1.81032987631425,-2.38690762574068
"peopl.increas",-10.8945682136277,0.491565230088025,0
"america.talk",-10.5115967608492,0,0.758843047065375
"resolut.con",-10.1754303533482,-1.17701753350817,-0.848437268191185
"impact.busi",-12.314195326889,3.70263395728714,-2.9534487367096
"look.size",-14.1873591202369,0,5.99412174619014
"cost.cost",-9.86431850709592,0.233774967871465,0
"senior.veteran",-11.1087397883179,0,-0.817989685368159
"massiv.amount",-10.5089895888848,0,0
"effort.stop",-10.6554739620091,-0.478159274457889,0
"amend.make",-10.6263680293263,1.18086618640878,-0.833564169234256
"congression.medal",-11.1280287972911,0,0
"campaign.trail",-10.5723334508973,0,0.494679872489144
"wind.biomass",-11.0459328907649,0,-0.99243727791564
"product.china",-10.6770758117733,0,-0.847196600087193
"passag.res",-10.4857034394672,-1.84021892770197,2.01836630969458
"support.brave",-9.73298223897564,-2.11919979118208,1.57596443834139
"presid.ronald",-10.9870587562005,0,1.40343424747478
"soap.box",-10.9092925134043,0,-0.860303528051176
"drug.dealer",-9.60235111274765,-1.80784120515621,4.51040629930046
"legisl.includ",-9.15014179336739,0.835688467932869,-1.01405817382176
"cost.time",-10.3285836127628,0.187961608496686,0
"committe.veteran",-10.681148252396,2.66209155422626,-2.74793352677577
"amount.debt",-10.4596314384131,0,-0.53353294136816
"utmost.respect",-12.909990338087,3.99766454923303,-3.39677646898046
"lost.time",-11.074310940495,0,-0.350009970026764
"congress.congress",-8.41522503049245,-1.16781144647105,1.4433085084363
"budget.request",-9.09764184272946,0,-0.799110691787302
"struggl.homeown",-11.3213759350243,1.3142101327757,-1.39886095715009
"properti.valu",-9.91402634155405,0,-0.85535085874826
"senat.california",-10.8414547350202,3.35025545199966,-3.55199962909424
"uncondit.releas",-11.0347393305715,0,-0.0392382526893421
"subcommitte.oversight",-10.8062994974322,0,0.0158061192311568
"air.forc",-7.15826126276987,-0.510998636316738,0.760472225018599
"economi.peopl",-10.3544168434064,0.95921093074081,-1.04406416655792
"balanc.time",-7.88906533906078,0,1.74182174935679
"lewi.clark",-10.4024526971156,-1.5232712322896,1.55600093431921
"famili.individu",-9.83737180384982,0,0.64677896438387
"program.result",-10.5765057160352,0.198072915039531,0
"lack.progress",-11.1603175028278,1.49226258087379,-1.13376049455353
"grant.district",-16.4356164235468,10.9050922910297,-17.2548927866151
"presid.execut",-10.7129785838945,-0.657199741453065,0
"foreign.aid",-10.2518661973784,0,1.25933691877801
"real.question",-10.8317158548454,0.0586256373452818,0
"countri.simpli",-10.676043673548,0,0
"elect.law",-10.9461044506162,0,-0.186445823267685
"dollar.feder",-10.8696461381956,0,0.658153030315853
"abl.support",-10.8298315150639,0.969593632724833,-1.82456685734552
"percent.reduct",-8.69778114277394,-2.23892809528963,2.97992139641784
"home.york",-10.5998109101617,-1.97167613138908,0
"target.counterterror",-11.0750487368346,0,-0.138801444413409
"nonprofit.organ",-10.0080291634491,1.1321214182836,-1.25334577849493
"fail.american",-10.7611704346765,0.352751290898404,0
"servic.unit",-10.3963578518018,0,0.10348418918882
"self.defens",-10.5864667526312,0,1.08285984528631
"import.energi",-10.7936965645987,0,0.946462731165728
"line.look",-11.1631292160695,0,0.329520842575221
"tonight.colleagu",-10.6518174675444,0,1.07208544668243
"consist.support",-12.3873918178305,3.61490317603572,-3.41213354256411
"buy.oil",-8.96675520534664,-1.57225967253326,2.82055810431695
"chang.improv",-10.117042666312,-1.56298385256237,1.65173859756208
"troop.surg",-9.29889074473935,0,-0.127867653560332
"american.colleg",-10.2327475296952,0,-0.301218988214716
"address.serious",-10.1931200249154,0.983363114419122,-1.50679172597808
"adjust.gross",-10.2955448027352,0,0.911947339485019
"lower.drug",-10.0376025019619,0,-0.315020636129278
"secur.america",-8.41790237928808,-4.85945226109,3.97315709781692
"sanctuari.citi",-11.7017230329463,0,3.25257112167732
"progress.report",-10.6402343994811,0,-0.395875943137068
"admir.respect",-11.0145810556012,-0.0513419533208821,0
"stop.peopl",-10.3729658067853,-1.90730601525279,2.09174977945684
"nation.attent",-10.9922415908221,0.380481129991749,0
"environment.econom",-10.9062609534272,0,-0.252919561110058
"land.claim",-11.3447319943863,1.52000397360318,-2.69561720252481
"death.penalti",-8.0831818060745,-4.80542013414087,5.8110301908727
"disast.assist",-8.63849255599625,-1.92823215141609,1.30964053114742
"time.madam",-10.20219897018,0,0.341971769821419
"bill.ve",-8.8233741651776,-4.45300746667518,4.68846324883127
"peopl.voic",-11.0289892315911,0,-0.225625023226667
"compani.execut",-9.79627303344365,-2.23417926423157,0
"account.standard",-11.443240008732,0.943591554308206,0
"call.america",-11.0009624682155,-0.191475033065628,0
"introduc.similar",-11.6335415386171,1.64199987795024,-2.35589634559959
"person.experi",-10.3439098385254,0,0
"home.loan",-9.08212362476714,0,-0.911276353704641
"support.strong",-9.88584401699164,-0.403644774136874,0
"physician.offic",-10.5096331052153,-1.09152120204814,3.38803260339612
"legisl.commend",-10.730727956284,0.889192144748399,-1.20728325819934
"offic.legal",-11.6124222884563,1.53040990896866,-2.44492199529471
"believ.govern",-9.37087259095029,-1.51073889291728,2.1196735357336
"serv.activ",-10.8762606796559,0,-0.515519740808639
"oil.alaska",-9.38875150972333,-4.92388035997832,7.00198994307072
"support.fiscal",-9.75045605383973,-1.87316751388206,1.22302630218477
"iraq.serious",-10.5991620144138,-1.60193099949533,0
"talk.congress",-9.086797077723,-3.81522317918322,3.8483585161899
"dedic.staff",-10.9864796759959,0,-0.297148700783517
"extens.program",-10.9526510541223,0,-0.016536704805603
"respons.program",-10.9536754101463,0,0
"reform.congress",-10.7055201816599,0,0.473531924882798
"adjust.rate",-11.630941223896,4.79316517423407,-5.56070014082137
"act.build",-11.339972127756,1.59925300621709,-1.75327194073194
"lead.children",-10.0521063939571,-1.55715430547329,0
"militari.career",-10.9628980578082,0,0.883468922962234
"virginia.senat",-12.7781009651254,4.05703507939482,-4.16211682388747
"unit.courthous",-9.68057265010453,-0.371223184126417,0
"receiv.call",-10.9944974046666,0,0
"colleagu.gentleman",-10.0244831704011,-1.52236585441033,2.08994369801714
"join.recogn",-11.556607457837,1.95886657683199,-2.16832630471467
"recent.introduc",-10.7146036277229,0.414776563429972,0
"consumpt.oil",-9.41019337870011,-3.04077351249761,3.13971399571789
"don.leav",-10.8836935998553,0,0.839740202403804
"continu.bring",-10.6172031735251,0,0
"bin.laden",-7.79715523570831,-1.48257628944257,1.58996584936989
"aisl.tri",-10.9840790109331,0,0.834752097731376
"feder.share",-12.7866630346491,3.56078414421957,-5.06943355481235
"drug.list",-12.6411205677294,2.19421541368016,0
"world.demand",-10.7462473959789,0,0.780907871697771
"flag.day",-9.75675145129164,-2.1865775734298,2.54389182248431
"vote.act",-8.82277922898545,-2.23714003360786,2.53719878485691
"legisl.opportun",-10.9735675424147,0.0442475090487634,0
"real.action",-11.0295847141937,1.26609399259709,-1.45985781291891
"market.includ",-10.9536754101463,0,0
"prosecut.attorney",-12.4159228548517,2.67211647537874,-1.27029922095587
"speak.behalf",-9.65076265796546,0,0
"unit.commit",-10.5890322965584,0,0
"addit.tax",-9.76571743632588,0,0.334300174513969
"fuel.move",-11.0815087816562,0,0
"economi.legisl",-10.9468592644502,0,-0.366172531141881
"south.africa",-9.59784025651112,0,0
"inspector.found",-10.8400453495325,0,-0.518071385518278
"taxpay.receiv",-10.9512838357863,0.427719345744243,0
"invas.speci",-12.2916484976738,5.74270252594096,-5.36736660164777
"support.program",-9.28220210679274,0,0
"urg.senat",-10.4341328301089,2.24487237930994,-2.68832045740615
"thank.bring",-10.7671208445617,-0.368862780939633,0
"troop.ground",-10.0857539946426,0,0.36355695609153
"price.cost",-10.2187947316095,-1.19904674386388,1.52633968729314
"reform.legisl",-10.5725229963711,2.0315178984726,-2.37229076781686
"govern.stand",-10.4935104520422,-0.303798869557292,0
"low.carbon",-11.6174906843815,3.51652497389362,-4.36514636991521
"umbil.cord",-12.1662557783388,0,3.30984274607535
"time.tri",-9.46785568883156,0,0.162618007855613
"squar.mile",-10.1145252438203,0.776098330270945,0
"senat.john",-9.7159071069985,0.69537581679591,-0.677990616344428
"gas.heat",-12.0687695667483,1.72558535599782,0
"fuel.help",-11.1157527937153,-0.0278582473092835,0
"industri.revolut",-9.53194189355659,-2.88056371763188,3.72873148672582
"educ.provid",-10.3426235327734,-0.351298663929316,0
"dollar.war",-10.923392258342,0,-1.98306349462594
"job.employ",-10.8734586617548,0.453986056366946,0
"plead.guilti",-9.98465828049972,-4.78772807161869,6.14524129237648
"hope.bipartisan",-9.65478245165906,-1.57145523133868,1.31416323749608
"servic.plan",-10.9536754101463,0,0
"farmer.busi",-11.7353206355131,2.23424038590828,-1.94706031981835
"amend.improv",-10.1579933889149,0.237690413863176,0
"passeng.rail",-8.34697873554445,-1.30938138235099,0
"agreement.includ",-10.805255405028,0,0
"iraq.bush",-10.4167215247702,-1.77345802088998,0
"stay.busi",-11.1143346714313,0.757450550552813,0
"final.legisl",-10.1946468035038,1.472632979371,-1.91258118986823
"act.creat",-10.2106428625481,1.82795790264781,-2.03620187570835
"legitim.hedg",-9.58457560687299,-5.54513733074949,2.89139235970973
"altern.fuel",-8.48636758019535,0,0.276518461674496
"govern.invest",-10.1592955836082,-0.54523108605649,0
"resolut.recogn",-10.2794892760133,0,0.353534893766639
"technolog.wind",-10.889664807467,0,0.15448018065331
"famili.presid",-9.72733431719919,-2.10166472481315,0
"pursu.career",-10.6461907103983,0,0
"wednesday.thursday",-8.75635145031481,-4.60449270254235,3.36548729797821
"america.futur",-9.39072888822304,-0.264651298802173,0
"defens.homeland",-10.9068263484664,-0.32152482381343,0
"forc.respons",-13.8053145898623,6.06767055972124,-6.83216087757898
"tribal.leader",-10.5279349800884,0,0.97077087055617
"home.neighborhood",-10.8093667704808,0,-0.583767583028834
"peopl.respect",-11.1593048266777,0.671213635593075,0
"sale.tax",-9.77711955286783,1.09774471476876,0
"bill.absolut",-11.364620510183,1.53938544578965,-1.34602166771761
"envi.world",-10.8590526193217,0,0.443321287991672
"colleagu.wisconsin",-10.1531551452071,-1.85927335015961,1.3833533203263
"energi.lot",-11.3877180693904,0,1.70472067352681
"care.peopl",-9.02424325211673,-0.112586013199849,0
"save.home",-9.96731834417441,-1.22626744223635,0
"incom.individu",-11.4200865203309,3.10064827701365,-2.20012154078535
"live.wage",-10.8249709191774,0,-1.61623651283675
"storm.gulf",-13.5276413687441,4.92880157889803,-1.75674265840174
"govern.interfer",-11.3841414826312,0,1.41854793289585
"food.cost",-10.2675532234372,0,0.271167485289904
"agricultur.communiti",-11.1630047183521,0,0.328686936198624
"pretti.hard",-11.1308318041225,0,0.417878416977147
"senat.offic",-10.619303091428,-0.291894752528867,0
"physic.presenc",-9.92955885744857,-3.2473928393198,2.53692340266934
"tax.dollar",-7.43586795276541,-2.66088567831674,3.12693837510662
"fort.dix",-12.3586178454517,3.19545711142948,-1.96757818389574
"plan.secur",-10.7310305059739,-0.737200641698822,0
"cut.cost",-9.96045228573944,0,-0.773707634018277
"student.success",-11.3472693416618,0,-2.36620292089163
"servic.increas",-10.799300157653,0,-0.823812068668944
"system.run",-10.9100066521725,-0.312877480457105,0
"paygo.rule",-5.38706359676984,-13.5242715647521,12.4696478412084
"warren.buffett",-11.8890356033457,2.27767187693171,-2.13668131297429
"project.futur",-11.738161426567,1.12829417169633,0
"heart.diseas",-9.92278144172707,2.19097519256303,-2.29692148245091
"amend.creat",-11.4214014924776,3.06681558204796,-2.86795339228471
"medicar.social",-10.7081527746363,0,1.09431819992789
"tri.help",-8.7815187533367,-0.275009504607159,0
"use.energi",-10.4979338666445,-1.13399392041202,2.99120981923199
"incent.encourag",-11.2246370635329,1.46718786330914,-1.5929112329244
"produc.product",-10.8324007533314,1.29756449243285,-1.05918607393548
"famili.seen",-10.4374279102927,-1.86626027491267,1.44634630926562
"stand.behalf",-10.564463264262,-1.88423726008056,0
"substanti.invest",-12.191416836959,2.74183362430554,-3.76190644728565
"chang.live",-10.5349650752881,0,0
"futur.countri",-9.09737741978067,0,0
"includ.languag",-9.3045737442643,0,-0.274819136325749
"concern.protect",-10.9034219866441,-0.0250169401437712,0
"gentleman.south",-9.5310943794929,-3.63887057503317,4.64808540592722
"reauthor.program",-9.73750733339903,0,0.442177634539287
